"block","plot","transect","subtransect","date","slope","diameter_cm","decay_class"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11",16,9,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11",16,8,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11",16,8,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11",16,9,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11",16,9,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11",16,12,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11",16,8,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11",16,11,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11",16,9,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11",16,27,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11",16,23,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11",16,9,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11",16,30,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11",16,10,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:3","2017-07-11",30,22,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:3","2017-07-11",30,15,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:3","2017-07-11",30,21,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:3","2017-07-11",30,11,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:3","2017-07-11",30,13,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:3","2017-07-11",30,9,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:3","2017-07-11",30,18,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:3","2017-07-11",30,19,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:3","2017-07-11",30,11,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:3","2017-07-11",30,12,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:3","2017-07-11",30,10,"S"
"E1","E1:EH","E1:EH:M","E1:EH:M:1","2017-07-04",4,10,"S"
"E1","E1:EH","E1:EH:M","E1:EH:M:1","2017-07-04",4,15,"S"
"E1","E1:EH","E1:EH:M","E1:EH:M:1","2017-07-04",4,26,"S"
"E1","E1:EH","E1:EH:M","E1:EH:M:1","2017-07-04",4,9,"S"
"E1","E1:EH","E1:EH:M","E1:EH:M:1","2017-07-04",4,12,"S"
"E1","E1:EH","E1:EH:M","E1:EH:M:1","2017-07-04",4,9,"S"
"E1","E1:EH","E1:EH:M","E1:EH:M:1","2017-07-04",4,22,"S"
"E1","E1:EH","E1:EH:M","E1:EH:M:1","2017-07-04",4,11,"R"
"E1","E1:EH","E1:EH:M","E1:EH:M:2","2017-07-04",3,12,"S"
"E1","E1:EH","E1:EH:M","E1:EH:M:2","2017-07-04",3,11,"S"
"E1","E1:EH","E1:EH:M","E1:EH:M:2","2017-07-04",3,14,"S"
"E1","E1:EH","E1:EH:M","E1:EH:M:2","2017-07-04",3,13,"S"
"E1","E1:EH","E1:EH:M","E1:EH:M:2","2017-07-04",3,21,"R"
"E1","E1:EH","E1:EH:M","E1:EH:M:2","2017-07-04",3,17,"S"
"E1","E1:EH","E1:EH:M","E1:EH:M:2","2017-07-04",3,17,"S"
"E1","E1:EH","E1:EH:M","E1:EH:M:3","2017-07-04",15,8,"S"
"E1","E1:EH","E1:EH:M","E1:EH:M:3","2017-07-04",15,11,"S"
"E1","E1:EH","E1:EH:M","E1:EH:M:3","2017-07-04",15,35,"R"
"E1","E1:EH","E1:EH:M","E1:EH:M:3","2017-07-04",15,9,"S"
"E1","E1:EH","E1:EH:N","E1:EH:N:1","2017-07-04",10,30,"S"
"E1","E1:EH","E1:EH:N","E1:EH:N:1","2017-07-04",10,20,"R"
"E1","E1:EH","E1:EH:N","E1:EH:N:2","2017-07-04",7,24,"S"
"E1","E1:EH","E1:EH:N","E1:EH:N:2","2017-07-04",7,10,"S"
"E1","E1:EH","E1:EH:N","E1:EH:N:2","2017-07-04",7,20,"S"
"E1","E1:EH","E1:EH:N","E1:EH:N:3","2017-07-04",6,10,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,16,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,8,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,9,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,8,"R"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,9,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,12,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,11,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,9,"R"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,13,"R"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,10,"R"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,12,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,10,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,15,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,31,"R"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,30,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,12,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,21,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,11,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,9,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,9,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,21,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,9,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,11,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,9,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,11,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,11,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,11,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,25,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,8,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,13,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,9,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,10,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,9,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04",9,8,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:2","2017-07-04",10,10,"R"
"E1","E1:EH","E1:EH:S","E1:EH:S:2","2017-07-04",10,9,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:2","2017-07-04",10,13,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:2","2017-07-04",10,9,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:2","2017-07-04",10,14,"R"
"E1","E1:EH","E1:EH:S","E1:EH:S:2","2017-07-04",10,9,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:2","2017-07-04",10,13,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:2","2017-07-04",10,24,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:2","2017-07-04",10,9,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:2","2017-07-04",10,20,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:3","2017-07-04",21,16,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:3","2017-07-04",21,14,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:3","2017-07-04",21,13,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:3","2017-07-04",21,23,"R"
"E1","E1:EH","E1:EH:S","E1:EH:S:3","2017-07-04",21,8,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:3","2017-07-04",21,26,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:3","2017-07-04",21,23,"S"
"E1","E1:EH","E1:EH:S","E1:EH:S:3","2017-07-04",21,27,"R"
"E1","E1:EN","E1:EN:M","E1:EN:M:1","2017-06-28",5,50,"S"
"E1","E1:EN","E1:EN:M","E1:EN:M:1","2017-06-28",5,9,"S"
"E1","E1:EN","E1:EN:M","E1:EN:M:1","2017-06-28",5,17,"S"
"E1","E1:EN","E1:EN:M","E1:EN:M:1","2017-06-28",5,14,"S"
"E1","E1:EN","E1:EN:M","E1:EN:M:1","2017-06-28",5,18,"S"
"E1","E1:EN","E1:EN:M","E1:EN:M:1","2017-06-28",5,15,"S"
"E1","E1:EN","E1:EN:M","E1:EN:M:1","2017-06-28",5,9,"S"
"E1","E1:EN","E1:EN:M","E1:EN:M:1","2017-06-28",5,17,"S"
"E1","E1:EN","E1:EN:M","E1:EN:M:1","2017-06-28",5,10,"S"
"E1","E1:EN","E1:EN:M","E1:EN:M:1","2017-06-28",5,10,"S"
"E1","E1:EN","E1:EN:M","E1:EN:M:1","2017-06-28",5,10,"S"
"E1","E1:EN","E1:EN:M","E1:EN:M:1","2017-06-28",5,10,"S"
"E1","E1:EN","E1:EN:M","E1:EN:M:1","2017-06-28",5,19,"S"
"E1","E1:EN","E1:EN:M","E1:EN:M:1","2017-06-28",5,11,"S"
"E1","E1:EN","E1:EN:M","E1:EN:M:2","2017-06-28",14,23,"R"
"E1","E1:EN","E1:EN:M","E1:EN:M:2","2017-06-28",14,15,"S"
"E1","E1:EN","E1:EN:M","E1:EN:M:3","2017-06-28",21,13,"S"
"E1","E1:EN","E1:EN:M","E1:EN:M:3","2017-06-28",21,8,"S"
"E1","E1:EN","E1:EN:M","E1:EN:M:3","2017-06-28",21,9,"S"
"E1","E1:EN","E1:EN:M","E1:EN:M:3","2017-06-28",21,40,"S"
"E1","E1:EN","E1:EN:M","E1:EN:M:3","2017-06-28",21,11,"S"
"E1","E1:EN","E1:EN:M","E1:EN:M:3","2017-06-28",21,16,"S"
"E1","E1:EN","E1:EN:M","E1:EN:M:3","2017-06-28",21,25,"S"
"E1","E1:EN","E1:EN:M","E1:EN:M:3","2017-06-28",21,19,"R"
"E1","E1:EN","E1:EN:M","E1:EN:M:3","2017-06-28",21,8,"S"
"E1","E1:EN","E1:EN:M","E1:EN:M:3","2017-06-28",21,12,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:1","2017-06-28",4,20,"R"
"E1","E1:EN","E1:EN:N","E1:EN:N:1","2017-06-28",4,10,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:1","2017-06-28",4,10,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:1","2017-06-28",4,9,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:1","2017-06-28",4,14,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:1","2017-06-28",4,11,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:1","2017-06-28",4,11,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:1","2017-06-28",4,8,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:1","2017-06-28",4,13,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:1","2017-06-28",4,11,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:1","2017-06-28",4,14,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:2","2017-06-28",13,12,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:2","2017-06-28",13,8,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:2","2017-06-28",13,21,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:2","2017-06-28",13,11,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:2","2017-06-28",13,9,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:2","2017-06-28",13,8,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:2","2017-06-28",13,8,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:2","2017-06-28",13,8,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:2","2017-06-28",13,10,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:2","2017-06-28",13,10,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:2","2017-06-28",13,8,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:2","2017-06-28",13,11,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:3","2017-06-28",25,9,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:3","2017-06-28",25,13,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:3","2017-06-28",25,13,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:3","2017-06-28",25,9,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:3","2017-06-28",25,13,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:3","2017-06-28",25,13,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:3","2017-06-28",25,11,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:3","2017-06-28",25,10,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:3","2017-06-28",25,65,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:3","2017-06-28",25,8,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:3","2017-06-28",25,13,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:3","2017-06-28",25,12,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:3","2017-06-28",25,13,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:3","2017-06-28",25,8,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:3","2017-06-28",25,12,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:3","2017-06-28",25,11,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:3","2017-06-28",25,10,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:3","2017-06-28",25,9,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:3","2017-06-28",25,9,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:3","2017-06-28",25,10,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:3","2017-06-28",25,9,"S"
"E1","E1:EN","E1:EN:N","E1:EN:N:3","2017-06-28",25,9,"S"
"E1","E1:EN","E1:EN:S","E1:EN:S:1","2017-06-28",8,16,"S"
"E1","E1:EN","E1:EN:S","E1:EN:S:1","2017-06-28",8,12,"S"
"E1","E1:EN","E1:EN:S","E1:EN:S:1","2017-06-28",8,18,"S"
"E1","E1:EN","E1:EN:S","E1:EN:S:1","2017-06-28",8,13,"S"
"E1","E1:EN","E1:EN:S","E1:EN:S:1","2017-06-28",8,9,"S"
"E1","E1:EN","E1:EN:S","E1:EN:S:1","2017-06-28",8,16,"S"
"E1","E1:EN","E1:EN:S","E1:EN:S:1","2017-06-28",8,9,"S"
"E1","E1:EN","E1:EN:S","E1:EN:S:1","2017-06-28",8,12,"S"
"E1","E1:EN","E1:EN:S","E1:EN:S:2","2017-06-28",15,15,"S"
"E1","E1:EN","E1:EN:S","E1:EN:S:2","2017-06-28",15,15,"S"
"E1","E1:EN","E1:EN:S","E1:EN:S:2","2017-06-28",15,25,"S"
"E1","E1:EN","E1:EN:S","E1:EN:S:3","2017-06-28",17,15,"S"
"E1","E1:EN","E1:EN:S","E1:EN:S:3","2017-06-28",17,9,"S"
"E1","E1:EN","E1:EN:S","E1:EN:S:3","2017-06-28",17,10,"S"
"E2","E2:CG","E2:CG:S","E2:CG:S:1","2017-07-05",12,28,"S"
"E2","E2:CG","E2:CG:S","E2:CG:S:1","2017-07-05",12,12,"S"
"E2","E2:CG","E2:CG:S","E2:CG:S:1","2017-07-05",12,15,"S"
"E2","E2:CG","E2:CG:S","E2:CG:S:1","2017-07-05",12,16,"S"
"E2","E2:CG","E2:CG:S","E2:CG:S:1","2017-07-05",12,11,"S"
"E2","E2:CG","E2:CG:S","E2:CG:S:1","2017-07-05",12,37,"R"
"E2","E2:CG","E2:CG:S","E2:CG:S:1","2017-07-05",12,15,"S"
"E2","E2:CG","E2:CG:S","E2:CG:S:2","2017-07-05",15,20,"S"
"E2","E2:CG","E2:CG:S","E2:CG:S:2","2017-07-05",15,35,"R"
"E2","E2:CG","E2:CG:S","E2:CG:S:2","2017-07-05",15,11,"S"
"E2","E2:CG","E2:CG:S","E2:CG:S:2","2017-07-05",15,25,"S"
"E2","E2:CG","E2:CG:S","E2:CG:S:3","2017-07-05",17,11,"S"
"E2","E2:CG","E2:CG:S","E2:CG:S:3","2017-07-05",17,10,"S"
"E2","E2:CG","E2:CG:S","E2:CG:S:3","2017-07-05",17,8,"S"
"E2","E2:CG","E2:CG:M","E2:CG:M:1","2017-07-05",9,25,"S"
"E2","E2:CG","E2:CG:M","E2:CG:M:1","2017-07-05",9,27,"S"
"E2","E2:CG","E2:CG:M","E2:CG:M:1","2017-07-05",9,12,"S"
"E2","E2:CG","E2:CG:M","E2:CG:M:1","2017-07-05",9,15,"S"
"E2","E2:CG","E2:CG:M","E2:CG:M:1","2017-07-05",9,25,"S"
"E2","E2:CG","E2:CG:M","E2:CG:M:1","2017-07-05",9,20,"S"
"E2","E2:CG","E2:CG:M","E2:CG:M:1","2017-07-05",9,16,"S"
"E2","E2:CG","E2:CG:M","E2:CG:M:1","2017-07-05",9,15,"S"
"E2","E2:CG","E2:CG:M","E2:CG:M:1","2017-07-05",9,9,"S"
"E2","E2:CG","E2:CG:M","E2:CG:M:2","2017-07-05",NA,10,"S"
"E2","E2:CG","E2:CG:M","E2:CG:M:2","2017-07-05",NA,12,"S"
"E2","E2:CG","E2:CG:M","E2:CG:M:2","2017-07-05",NA,40,"S"
"E2","E2:CG","E2:CG:M","E2:CG:M:3","2017-07-05",19,20,"S"
"E2","E2:CG","E2:CG:M","E2:CG:M:3","2017-07-05",19,30,"R"
"E2","E2:CG","E2:CG:M","E2:CG:M:3","2017-07-05",19,9,"S"
"E2","E2:CG","E2:CG:M","E2:CG:M:3","2017-07-05",19,9,"S"
"E2","E2:CG","E2:CG:M","E2:CG:M:3","2017-07-05",19,17,"S"
"E2","E2:CG","E2:CG:M","E2:CG:M:3","2017-07-05",19,22,"S"
"E2","E2:CG","E2:CG:M","E2:CG:M:3","2017-07-05",19,18,"S"
"E2","E2:CG","E2:CG:M","E2:CG:M:3","2017-07-05",19,27,"S"
"E2","E2:CG","E2:CG:M","E2:CG:M:3","2017-07-05",19,9,"S"
"E2","E2:CG","E2:CG:M","E2:CG:M:3","2017-07-05",19,11,"S"
"E2","E2:CG","E2:CG:M","E2:CG:M:3","2017-07-05",19,22,"R"
"E2","E2:CG","E2:CG:M","E2:CG:M:3","2017-07-05",19,24,"S"
"E2","E2:CG","E2:CG:M","E2:CG:M:3","2017-07-05",19,25,"S"
"E2","E2:CG","E2:CG:M","E2:CG:M:3","2017-07-05",19,30,"R"
"E2","E2:CG","E2:CG:N","E2:CG:N:1","2017-07-05",2,14,"S"
"E2","E2:CG","E2:CG:N","E2:CG:N:1","2017-07-05",2,21,"S"
"E2","E2:CG","E2:CG:N","E2:CG:N:1","2017-07-05",2,15,"S"
"E2","E2:CG","E2:CG:N","E2:CG:N:1","2017-07-05",2,15,"S"
"E2","E2:CG","E2:CG:N","E2:CG:N:1","2017-07-05",2,12,"S"
"E2","E2:CG","E2:CG:N","E2:CG:N:1","2017-07-05",2,13,"S"
"E2","E2:CG","E2:CG:N","E2:CG:N:1","2017-07-05",2,18,"S"
"E2","E2:CG","E2:CG:N","E2:CG:N:1","2017-07-05",2,25,"R"
"E2","E2:CG","E2:CG:N","E2:CG:N:1","2017-07-05",2,9,"S"
"E2","E2:CG","E2:CG:N","E2:CG:N:2","2017-07-05",1,55,"S"
"E2","E2:CG","E2:CG:N","E2:CG:N:2","2017-07-05",1,9,"S"
"E2","E2:CG","E2:CG:N","E2:CG:N:2","2017-07-05",1,10,"S"
"E2","E2:CG","E2:CG:N","E2:CG:N:3","2017-07-05",18,23,"S"
"E2","E2:CG","E2:CG:N","E2:CG:N:3","2017-07-05",18,55,"R"
"E2","E2:CG","E2:CG:N","E2:CG:N:3","2017-07-05",18,18,"S"
"E2","E2:CG","E2:CG:N","E2:CG:N:3","2017-07-05",18,25,"S"
"E2","E2:CG","E2:CG:N","E2:CG:N:3","2017-07-05",18,23,"S"
"E2","E2:CH","E2:CH:M","E2:CH:M:1","2017-07-05",3,28,"S"
"E2","E2:CH","E2:CH:M","E2:CH:M:1","2017-07-05",3,16,"S"
"E2","E2:CH","E2:CH:M","E2:CH:M:1","2017-07-05",3,9,"S"
"E2","E2:CH","E2:CH:M","E2:CH:M:1","2017-07-05",3,33,"S"
"E2","E2:CH","E2:CH:M","E2:CH:M:1","2017-07-05",3,25,"S"
"E2","E2:CH","E2:CH:M","E2:CH:M:1","2017-07-05",3,20,"S"
"E2","E2:CH","E2:CH:M","E2:CH:M:1","2017-07-05",3,21,"S"
"E2","E2:CH","E2:CH:M","E2:CH:M:1","2017-07-05",3,14,"S"
"E2","E2:CH","E2:CH:M","E2:CH:M:1","2017-07-05",3,13,"S"
"E2","E2:CH","E2:CH:M","E2:CH:M:1","2017-07-05",3,14,"S"
"E2","E2:CH","E2:CH:M","E2:CH:M:2","2017-07-05",11,11,"R"
"E2","E2:CH","E2:CH:M","E2:CH:M:2","2017-07-05",11,14,"S"
"E2","E2:CH","E2:CH:M","E2:CH:M:2","2017-07-05",11,29,"S"
"E2","E2:CH","E2:CH:M","E2:CH:M:2","2017-07-05",11,14,"S"
"E2","E2:CH","E2:CH:M","E2:CH:M:2","2017-07-05",11,13,"S"
"E2","E2:CH","E2:CH:M","E2:CH:M:2","2017-07-05",11,30,"S"
"E2","E2:CH","E2:CH:M","E2:CH:M:2","2017-07-05",11,17,"S"
"E2","E2:CH","E2:CH:M","E2:CH:M:3","2017-07-05",8,10,"S"
"E2","E2:CH","E2:CH:M","E2:CH:M:3","2017-07-05",8,8,"S"
"E2","E2:CH","E2:CH:M","E2:CH:M:3","2017-07-05",8,9,"S"
"E2","E2:CH","E2:CH:M","E2:CH:M:3","2017-07-05",8,9,"S"
"E2","E2:CH","E2:CH:M","E2:CH:M:3","2017-07-05",8,25,"R"
"E2","E2:CH","E2:CH:M","E2:CH:M:3","2017-07-05",8,17,"S"
"E2","E2:CH","E2:CH:M","E2:CH:M:3","2017-07-05",8,65,"S"
"E2","E2:CH","E2:CH:M","E2:CH:M:3","2017-07-05",8,26,"S"
"E2","E2:CH","E2:CH:N","E2:CH:N:1","2017-07-05",2,30,"S"
"E2","E2:CH","E2:CH:N","E2:CH:N:1","2017-07-05",2,15,"S"
"E2","E2:CH","E2:CH:N","E2:CH:N:1","2017-07-05",2,25,"S"
"E2","E2:CH","E2:CH:N","E2:CH:N:1","2017-07-05",2,32,"S"
"E2","E2:CH","E2:CH:N","E2:CH:N:1","2017-07-05",2,16,"S"
"E2","E2:CH","E2:CH:N","E2:CH:N:2","2017-07-05",6,35,"S"
"E2","E2:CH","E2:CH:N","E2:CH:N:2","2017-07-05",6,17,"S"
"E2","E2:CH","E2:CH:N","E2:CH:N:2","2017-07-05",6,18,"S"
"E2","E2:CH","E2:CH:N","E2:CH:N:2","2017-07-05",6,11,"S"
"E2","E2:CH","E2:CH:N","E2:CH:N:2","2017-07-05",6,11,"S"
"E2","E2:CH","E2:CH:N","E2:CH:N:2","2017-07-05",6,15,"S"
"E2","E2:CH","E2:CH:N","E2:CH:N:2","2017-07-05",6,12,"S"
"E2","E2:CH","E2:CH:N","E2:CH:N:2","2017-07-05",6,14,"S"
"E2","E2:CH","E2:CH:N","E2:CH:N:2","2017-07-05",6,17,"S"
"E2","E2:CH","E2:CH:N","E2:CH:N:3","2017-07-05",12,20,"S"
"E2","E2:CH","E2:CH:N","E2:CH:N:3","2017-07-05",12,15,"S"
"E2","E2:CH","E2:CH:N","E2:CH:N:3","2017-07-05",12,10,"S"
"E2","E2:CH","E2:CH:N","E2:CH:N:3","2017-07-05",12,20,"S"
"E2","E2:CH","E2:CH:N","E2:CH:N:3","2017-07-05",12,9,"S"
"E2","E2:CH","E2:CH:N","E2:CH:N:3","2017-07-05",12,31,"S"
"E2","E2:CH","E2:CH:N","E2:CH:N:3","2017-07-05",12,22,"S"
"E2","E2:CH","E2:CH:N","E2:CH:N:3","2017-07-05",12,12,"S"
"E2","E2:CH","E2:CH:S","E2:CH:S:1","2017-07-05",7,9,"S"
"E2","E2:CH","E2:CH:S","E2:CH:S:1","2017-07-05",7,22,"S"
"E2","E2:CH","E2:CH:S","E2:CH:S:1","2017-07-05",7,15,"S"
"E2","E2:CH","E2:CH:S","E2:CH:S:1","2017-07-05",7,25,"R"
"E2","E2:CH","E2:CH:S","E2:CH:S:1","2017-07-05",7,15,"S"
"E2","E2:CH","E2:CH:S","E2:CH:S:2","2017-07-05",9,17,"S"
"E2","E2:CH","E2:CH:S","E2:CH:S:2","2017-07-05",9,14,"S"
"E2","E2:CH","E2:CH:S","E2:CH:S:2","2017-07-05",9,20,"S"
"E2","E2:CH","E2:CH:S","E2:CH:S:2","2017-07-05",9,17,"S"
"E2","E2:CH","E2:CH:S","E2:CH:S:2","2017-07-05",9,8,"S"
"E2","E2:CH","E2:CH:S","E2:CH:S:3","2017-07-05",10,12,"S"
"E2","E2:CH","E2:CH:S","E2:CH:S:3","2017-07-05",10,12,"S"
"E2","E2:CH","E2:CH:S","E2:CH:S:3","2017-07-05",10,20,"S"
"E2","E2:CH","E2:CH:S","E2:CH:S:3","2017-07-05",10,11,"S"
"E2","E2:CH","E2:CH:S","E2:CH:S:3","2017-07-05",10,10,"S"
"E2","E2:CN","E2:CN:M","E2:CN:M:1","2017-07-20",5,27,"S"
"E2","E2:CN","E2:CN:M","E2:CN:M:1","2017-07-20",5,23,"R"
"E2","E2:CN","E2:CN:M","E2:CN:M:1","2017-07-20",5,19,"S"
"E2","E2:CN","E2:CN:M","E2:CN:M:1","2017-07-20",5,16,"S"
"E2","E2:CN","E2:CN:M","E2:CN:M:1","2017-07-20",5,30,"S"
"E2","E2:CN","E2:CN:M","E2:CN:M:1","2017-07-20",5,22,"S"
"E2","E2:CN","E2:CN:M","E2:CN:M:1","2017-07-20",5,11,"S"
"E2","E2:CN","E2:CN:M","E2:CN:M:1","2017-07-20",5,14,"S"
"E2","E2:CN","E2:CN:M","E2:CN:M:1","2017-07-20",5,34,"S"
"E2","E2:CN","E2:CN:M","E2:CN:M:1","2017-07-20",5,17,"S"
"E2","E2:CN","E2:CN:M","E2:CN:M:1","2017-07-20",5,33,"R"
"E2","E2:CN","E2:CN:M","E2:CN:M:1","2017-07-20",5,24,"S"
"E2","E2:CN","E2:CN:M","E2:CN:M:1","2017-07-20",5,29,"S"
"E2","E2:CN","E2:CN:M","E2:CN:M:1","2017-07-20",5,19,"S"
"E2","E2:CN","E2:CN:M","E2:CN:M:1","2017-07-20",5,26,"S"
"E2","E2:CN","E2:CN:M","E2:CN:M:2","2017-07-20",14,27,"S"
"E2","E2:CN","E2:CN:M","E2:CN:M:2","2017-07-20",14,16,"S"
"E2","E2:CN","E2:CN:M","E2:CN:M:2","2017-07-20",14,15,"S"
